City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
236,Staraya Toropa,RU,2021-04-04 02:35:34,56.2801,31.6702,30.72,90,100,4.54,overcast clouds
237,Kysyl-Syr,RU,2021-04-04 02:35:34,63.8986,122.7617,3.25,82,97,3.38,overcast clouds
238,Labuhan,ID,2021-04-04 02:32:19,-6.8844,112.2051,86.74,66,87,7.58,overcast clouds
239,Clyde River,CA,2021-04-04 02:35:34,70.4692,-68.5914,-13.0,84,1,10.36,clear sky
240,Ucluelet,CA,2021-04-04 02:34:23,48.9329,-125.5528,45.0,87,75,14.97,broken clouds
241,Alexandria,EG,2021-04-04 02:35:35,31.2156,29.9553,51.8,93,0,3.44,clear sky
242,Areka,ET,2021-04-04 02:35:35,7.0667,37.7,60.67,60,84,2.84,broken clouds
243,Tingi,TZ,2021-04-04 02:35:36,-11.3,35.0333,61.3,95,99,3.36,overcast clouds
244,Kodiak,US,2021-04-04 02:31:21,57.79,-152.4072,48.2,49,40,10.36,scattered clouds
245,Majur,RS,2021-04-04 02:35:36,44.7697,19.6544,39.99,75,100,9.06,overcast clouds
246,Narsaq,GL,2021-04-04 02:35:36,60.9167,-46.05,37.4,93,90,1.14,drizzle
247,Georgetown,MY,2021-04-04 02:31:51,5.4112,100.3354,84.0,89,40,1.14,scattered clouds
248,Margate,GB,2021-04-04 02:35:37,51.3813,1.3862,42.01,71,100,1.99,overcast clouds
249,Saldanha,ZA,2021-04-04 02:35:37,-33.0117,17.9442,64.4,88,0,8.05,clear sky
250,Ercis,TR,2021-04-04 02:35:37,39.0287,43.3586,37.4,60,20,3.44,few clouds
251,Fengzhen,CN,2021-04-04 02:35:38,40.4394,113.1536,44.11,15,94,4.41,overcast clouds
252,Rapid Valley,US,2021-04-04 02:35:38,44.0625,-103.1463,62.6,28,1,11.5,clear sky
253,Tazovskiy,RU,2021-04-04 02:31:09,67.4667,78.7,26.87,95,100,7.83,overcast clouds
254,Mount Isa,AU,2021-04-04 02:35:39,-20.7333,139.5,84.2,32,0,12.66,clear sky
255,Kuremaa,EE,2021-04-04 02:35:39,58.7353,26.5383,30.99,93,34,10.36,scattered clouds
256,Westport,US,2021-04-04 02:33:55,41.1415,-73.3579,42.8,56,1,5.75,clear sky
257,Faya,SA,2021-04-04 02:35:40,18.3851,42.4509,60.8,77,0,4.61,clear sky
258,Raudeberg,NO,2021-04-04 02:35:40,61.9875,5.1352,44.01,85,94,29.21,overcast clouds
259,San Pedro,PH,2021-04-04 02:32:21,14.35,121.0167,91.0,55,20,5.75,few clouds
260,Gualaquiza,EC,2021-04-04 02:35:40,-3.4,-78.55,64.27,98,100,0.83,light rain
261,Santa Maria,BR,2021-04-04 02:35:41,-29.6842,-53.8069,68.0,94,0,8.05,clear sky
262,Kishtwar,IN,2021-04-04 02:31:14,33.3167,75.7667,57.96,26,37,2.06,scattered clouds
263,Tres Arroyos,AR,2021-04-04 02:35:41,-38.3739,-60.2798,59.99,82,1,8.9,moderate rain
264,Asau,RO,2021-04-04 02:31:36,46.4333,26.4,39.0,63,99,3.6,overcast clouds
265,Atambua,ID,2021-04-04 02:35:42,-9.1061,124.8925,72.91,90,100,19.04,light rain
266,Bonavista,CA,2021-04-04 02:35:42,48.6499,-53.1147,39.2,87,19,3.44,few clouds
267,Waihi,NZ,2021-04-04 02:35:42,-37.3833,175.8333,73.0,60,0,11.01,clear sky
268,Murdochville,CA,2021-04-04 02:35:43,48.9583,-65.5006,26.6,59,100,9.22,overcast clouds
269,Thinadhoo,MV,2021-04-04 02:35:43,0.5333,72.9333,83.01,75,0,14.45,clear sky
270,Chor,PK,2021-04-04 02:35:44,25.5167,69.7667,87.6,25,0,6.71,clear sky
271,Topolovgrad,BG,2021-04-04 02:35:44,42.0833,26.3333,48.2,100,90,2.3,overcast clouds
272,Watertown,US,2021-04-04 02:31:34,42.3709,-71.1828,41.0,60,1,3.44,clear sky
273,Lana,IT,2021-04-04 02:35:44,46.6124,11.1559,35.01,44,0,5.01,clear sky
274,Brookhaven,US,2021-04-04 02:35:45,31.5791,-90.4407,51.01,82,95,1.83,overcast clouds
275,Lavrentiya,RU,2021-04-04 02:35:45,65.5833,-171.0,5.47,90,100,8.7,light snow
276,Tura,IN,2021-04-04 02:31:24,25.5198,90.2201,87.8,15,0,3.38,clear sky
277,Khilok,RU,2021-04-04 02:31:40,51.3674,110.4676,40.48,55,40,13.49,scattered clouds
278,Qaanaaq,GL,2021-04-04 02:31:11,77.484,-69.3632,-21.24,74,22,8.19,few clouds
279,Henties Bay,NA,2021-04-04 02:35:46,-22.116,14.2845,68.45,73,1,4.92,clear sky
280,San Carlos De Bariloche,AR,2021-04-04 02:32:08,-41.1456,-71.3082,55.99,43,0,6.91,clear sky
281,Urubamba,PE,2021-04-04 02:35:46,-13.3047,-72.1158,51.13,91,98,4.21,overcast clouds
282,Palmerston,AU,2021-04-04 02:35:47,-12.486,130.9833,84.2,74,75,10.36,light rain
283,Baykit,RU,2021-04-04 02:35:47,61.67,96.37,30.4,85,98,3.83,overcast clouds
284,Nizhniy Kuranakh,RU,2021-04-04 02:35:47,58.8353,125.4869,22.68,71,100,2.21,overcast clouds
285,Qasigiannguit,GL,2021-04-04 02:35:48,68.8193,-51.1922,1.4,66,17,8.05,few clouds
286,Bilibino,RU,2021-04-04 02:35:48,68.0546,166.4372,4.05,77,27,1.16,scattered clouds
287,Khani,GE,2021-04-04 02:35:49,41.9563,42.9566,44.6,93,75,9.22,broken clouds
288,Camana,PE,2021-04-04 02:35:49,-16.6228,-72.7111,70.93,83,100,7.11,overcast clouds
289,Swan Hill,AU,2021-04-04 02:35:49,-35.3378,143.5544,89.73,19,0,4.29,clear sky
290,Svetlogorsk,BY,2021-04-04 02:35:50,52.6333,29.7333,31.95,87,33,5.26,scattered clouds
291,Lagoa,PT,2021-04-04 02:31:15,39.05,-27.9833,59.95,88,93,33.04,overcast clouds
292,Ranfurly,NZ,2021-04-04 02:35:50,-45.1333,170.1,65.26,53,36,27.18,scattered clouds
293,Ermelo,ZA,2021-04-04 02:35:50,-26.5333,29.9833,49.8,93,35,2.62,scattered clouds
294,Bonfim,BR,2021-04-04 02:35:51,3.0833,-59.95,78.62,78,100,7.83,overcast clouds
295,Huancavelica,PE,2021-04-04 02:35:51,-12.7667,-74.9833,37.96,96,100,1.92,overcast clouds
296,Mitu,CO,2021-04-04 02:35:51,1.1983,-70.1733,73.31,97,99,1.07,heavy intensity rain
297,Bilma,NE,2021-04-04 02:35:52,18.6853,12.9164,69.6,13,5,7.47,clear sky
298,Ornskoldsvik,SE,2021-04-04 02:35:52,63.2909,18.7153,39.2,81,75,19.57,broken clouds
299,Bandarbeyla,SO,2021-04-04 02:35:52,9.4942,50.8122,77.29,78,99,1.52,overcast clouds
300,Nieuw Nickerie,SR,2021-04-04 02:35:53,5.95,-56.9833,77.59,89,100,12.55,overcast clouds
301,Katherine,AU,2021-04-04 02:35:17,-14.4667,132.2667,87.8,42,40,13.8,scattered clouds
302,Tatarskaya Pishlya,RU,2021-04-04 02:35:53,54.0608,44.8998,31.35,89,100,5.57,overcast clouds
303,Ayr,GB,2021-04-04 02:35:53,55.4627,-4.6339,41.0,100,90,1.14,overcast clouds
304,Gladstone,AU,2021-04-04 02:30:55,-23.85,151.25,77.0,78,90,17.27,overcast clouds
305,Vardo,NO,2021-04-04 02:31:38,70.3705,31.1107,34.39,80,100,10.98,snow
306,Camopi,GF,2021-04-04 02:35:54,3.1655,-52.3158,72.16,99,100,2.98,light rain
307,Samdrup Jongkhar,BT,2021-04-04 02:35:55,26.9167,91.6167,78.64,23,0,3.27,clear sky
308,Sambava,MG,2021-04-04 02:35:55,-14.2667,50.1667,74.75,88,19,6.15,few clouds
309,Zarumilla,PE,2021-04-04 02:35:55,-3.5031,-80.2731,75.7,84,100,3.96,overcast clouds
310,Glace Bay,CA,2021-04-04 02:35:55,46.1969,-59.957,36.0,100,90,8.05,moderate rain
311,Tevaitoa,PF,2021-04-04 02:35:56,-16.7833,-151.5,82.62,71,21,6.93,few clouds
312,Gat,IL,2021-04-04 02:31:02,31.61,34.7642,52.0,83,0,3.49,clear sky
313,Terney,RU,2021-04-04 02:35:57,45.0503,136.6092,42.21,41,100,9.64,overcast clouds
314,Moranbah,AU,2021-04-04 02:35:57,-22.0016,148.0466,76.24,69,100,16.75,overcast clouds
315,Sharjah,AE,2021-04-04 02:35:57,25.3573,55.4033,73.4,88,0,8.05,clear sky
316,Ambon,ID,2021-04-04 02:35:57,-3.6954,128.1814,91.4,55,40,5.75,scattered clouds
317,Knysna,ZA,2021-04-04 02:35:58,-34.0363,23.0471,57.2,82,0,4.61,clear sky
318,Antalaha,MG,2021-04-04 02:35:58,-14.9003,50.2788,73.58,90,18,4.52,few clouds
319,Flin Flon,CA,2021-04-04 02:35:53,54.7682,-101.865,28.11,92,14,3.65,few clouds
320,Leo,BF,2021-04-04 02:35:59,11.1,-2.1,78.98,11,26,6.69,scattered clouds
321,Klyuchi,RU,2021-04-04 02:35:59,52.2667,79.1667,29.75,77,8,6.87,clear sky
322,Pedasi,PA,2021-04-04 02:35:59,7.5333,-80.0333,79.14,80,100,21.23,overcast clouds
323,Porto Novo,BJ,2021-04-04 02:36:00,6.4965,2.6036,79.7,85,44,6.26,scattered clouds
324,Kudahuvadhoo,MV,2021-04-04 02:36:00,2.6708,72.8944,82.09,77,25,13.11,scattered clouds
325,Tottori,JP,2021-04-04 02:36:00,35.5,134.2333,62.6,88,75,10.36,broken clouds
326,Zhigansk,RU,2021-04-04 02:36:01,66.7697,123.3711,-5.28,87,99,5.53,overcast clouds
327,Batticaloa,LK,2021-04-04 02:31:12,7.7102,81.6924,82.81,71,52,2.95,broken clouds
328,Souillac,MU,2021-04-04 02:36:01,-20.5167,57.5167,78.8,89,40,3.44,scattered clouds
329,Birjand,IR,2021-04-04 02:36:01,32.8663,59.2211,57.2,13,0,9.22,clear sky
330,Dingle,PH,2021-04-04 02:36:02,10.9995,122.6711,87.8,55,35,14.43,scattered clouds
331,Sinnamary,GF,2021-04-04 02:32:55,5.3833,-52.95,77.58,90,99,13.24,heavy intensity rain
332,Bethel,US,2021-04-04 02:36:03,41.3712,-73.414,39.99,55,1,3.44,clear sky
333,Gao,ML,2021-04-04 02:33:06,16.6362,1.637,73.67,9,0,10.09,clear sky
334,Shenjiamen,CN,2021-04-04 02:36:03,29.9576,122.298,53.46,66,11,22.82,few clouds
335,Tasiilaq,GL,2021-04-04 02:31:17,65.6145,-37.6368,17.6,53,0,13.8,clear sky
336,Kingsport,US,2021-04-04 02:36:03,36.5484,-82.5618,44.6,45,1,2.59,clear sky
337,Vaasa,FI,2021-04-04 02:36:04,63.096,21.6158,36.0,87,0,10.36,clear sky
338,Sitka,US,2021-04-04 02:33:08,57.0531,-135.33,39.2,65,75,8.05,broken clouds
339,Dubti,ET,2021-04-04 02:36:04,11.7361,41.0853,77.88,64,6,11.01,clear sky
340,Phan Thiet,VN,2021-04-04 02:36:05,10.9333,108.1,88.7,57,48,13.85,scattered clouds
341,Salinopolis,BR,2021-04-04 02:36:05,-0.6136,-47.3561,77.63,87,100,7.72,overcast clouds
342,Muromtsevo,RU,2021-04-04 02:36:05,56.3724,75.2418,23.9,81,99,7.38,overcast clouds
343,Chokurdakh,RU,2021-04-04 02:36:06,70.6333,147.9167,-3.17,92,20,6.6,few clouds
344,Ukiah,US,2021-04-04 02:36:06,39.1502,-123.2078,62.6,48,1,9.22,clear sky
345,Lata,PT,2021-04-04 02:36:06,40.1629,-8.3327,53.01,93,0,4.29,clear sky
346,Turukhansk,RU,2021-04-04 02:36:06,65.8167,87.9833,18.3,90,98,14.23,overcast clouds
347,San Borja,BO,2021-04-04 02:36:07,-14.8167,-66.85,71.04,98,42,2.82,scattered clouds
348,Pendleton,US,2021-04-04 02:36:07,45.6721,-118.7886,57.0,47,93,4.07,overcast clouds
349,Mzimba,MW,2021-04-04 02:36:08,-11.9,33.6,60.94,97,87,6.87,overcast clouds
350,Shelburne,CA,2021-04-04 02:36:08,44.0787,-80.2041,34.0,75,96,6.96,overcast clouds
351,Neuquen,AR,2021-04-04 02:36:08,-38.9516,-68.0591,64.4,88,0,7.0,clear sky
352,Constitucion,CL,2021-04-04 02:36:09,-35.3333,-72.4167,56.32,71,0,5.61,clear sky
353,Kattivakkam,IN,2021-04-04 02:36:09,13.2167,80.3167,82.4,83,40,4.61,mist
354,Boddam,GB,2021-04-04 02:36:10,57.4667,-1.7833,43.0,93,10,1.14,clear sky
355,Aransas Pass,US,2021-04-04 02:36:10,27.9095,-97.15,68.0,72,1,8.05,clear sky
356,Khandyga,RU,2021-04-04 02:36:10,62.6667,135.6,5.9,79,100,2.1,overcast clouds
357,Tiko,CM,2021-04-04 02:36:10,4.0745,9.3699,78.8,100,40,2.3,scattered clouds
358,Tilichiki,RU,2021-04-04 02:33:10,60.4667,166.1,10.27,75,16,8.7,few clouds
359,Dikson,RU,2021-04-04 02:33:07,73.5069,80.5464,-10.64,81,97,4.14,overcast clouds
360,Bodden Town,KY,2021-04-04 02:36:01,19.2833,-81.25,78.8,65,20,16.11,few clouds
361,Kikwit,CD,2021-04-04 02:36:11,-5.041,18.8162,70.61,97,100,1.32,overcast clouds
362,Craig,US,2021-04-04 02:36:11,40.5153,-107.5464,59.0,22,1,4.56,clear sky
363,Berdsk,RU,2021-04-04 02:36:12,54.7551,83.0967,26.6,80,0,6.71,clear sky
364,Vitim,RU,2021-04-04 02:36:12,59.4511,112.5578,27.43,84,100,5.48,overcast clouds
365,Coatzacoalcos,MX,2021-04-04 02:34:15,18.15,-94.4167,72.32,69,1,13.15,clear sky
366,Laurinburg,US,2021-04-04 02:34:17,34.7741,-79.4628,46.4,66,1,5.99,clear sky
367,Launceston,AU,2021-04-04 02:35:49,-41.45,147.1667,71.01,43,0,13.8,clear sky
368,Seoul,KR,2021-04-04 02:36:13,37.5683,126.9778,55.4,58,0,10.36,clear sky
369,San Antonio,US,2021-04-04 02:34:55,29.4241,-98.4936,68.0,60,90,10.36,overcast clouds
370,Tigil,RU,2021-04-04 02:36:14,57.8,158.6667,29.35,72,100,15.37,overcast clouds
371,Galle,LK,2021-04-04 02:36:14,6.0367,80.217,82.81,71,13,9.62,few clouds
372,Lucea,JM,2021-04-04 02:36:14,18.451,-78.1736,78.8,78,75,16.11,broken clouds
373,Birao,CF,2021-04-04 02:36:15,10.2849,22.7882,77.45,17,78,9.57,broken clouds
374,Sandpoint,US,2021-04-04 02:33:19,48.2766,-116.5533,55.4,35,1,3.44,clear sky
375,Cabo San Lucas,MX,2021-04-04 02:36:15,22.8909,-109.9124,80.6,32,1,9.78,clear sky
376,Puerto Madryn,AR,2021-04-04 02:36:15,-42.7692,-65.0385,71.31,46,65,18.59,broken clouds
377,Port-Gentil,GA,2021-04-04 02:35:13,-0.7193,8.7815,79.93,81,100,7.0,moderate rain
378,Nelson Bay,AU,2021-04-04 02:36:16,-32.7167,152.15,80.01,61,72,8.05,broken clouds
379,Kinablangan,PH,2021-04-04 02:36:16,7.6947,126.5503,84.49,68,70,8.66,broken clouds
380,Te Anau,NZ,2021-04-04 02:36:17,-45.4167,167.7167,57.79,91,99,8.34,overcast clouds
381,Lompoc,US,2021-04-04 02:36:17,34.6391,-120.4579,55.4,67,5,10.36,clear sky
382,Bairiki,KI,2021-04-04 02:36:17,1.3292,172.9752,87.8,70,20,9.22,few clouds
383,Kahului,US,2021-04-04 02:36:18,20.8947,-156.47,73.4,94,75,16.11,light rain
384,Alta Floresta,BR,2021-04-04 02:36:18,-9.8756,-56.0861,72.79,94,100,1.59,light rain
385,Hamilton,US,2021-04-04 02:36:18,39.1834,-84.5333,51.8,43,1,10.36,clear sky
386,Honiara,SB,2021-04-04 02:36:19,-9.4333,159.95,85.91,75,92,6.15,overcast clouds
387,Ouango,CF,2021-04-04 02:36:19,4.3133,22.5552,69.94,93,99,0.81,overcast clouds
388,Syke,DE,2021-04-04 02:36:19,52.9,8.8333,41.0,75,75,5.75,broken clouds
389,Apache Junction,US,2021-04-04 02:36:20,33.4151,-111.5496,89.6,12,1,4.61,clear sky
390,Ende,ID,2021-04-04 02:36:20,-8.8432,121.6623,75.74,97,100,7.85,overcast clouds
391,Arman,RU,2021-04-04 02:36:20,59.7,150.1667,27.07,52,100,16.17,overcast clouds
392,Jining,CN,2021-04-04 02:36:21,35.405,116.5814,60.04,20,0,8.68,clear sky
393,Springbok,ZA,2021-04-04 02:36:21,-29.6643,17.8865,63.95,42,0,3.78,clear sky
394,Marsa Matruh,EG,2021-04-04 02:36:21,31.3525,27.2453,57.2,47,0,5.75,clear sky
395,Alvaraes,BR,2021-04-04 02:36:22,-3.2208,-64.8042,74.37,97,100,2.75,light rain
396,Artigas,UY,2021-04-04 02:36:22,-30.4,-56.4667,65.48,76,30,8.81,scattered clouds
397,Dickinson,US,2021-04-04 02:36:23,29.4608,-95.0513,63.0,82,75,5.75,broken clouds
398,Alofi,NU,2021-04-04 02:36:23,-19.0595,-169.9187,84.2,70,31,6.91,scattered clouds
399,Vila Velha,BR,2021-04-04 02:36:23,-20.3297,-40.2925,73.4,88,0,5.75,clear sky
400,Poum,NC,2021-04-04 02:36:23,-20.2333,164.0167,81.01,81,97,21.61,overcast clouds
401,Voyvozh,RU,2021-04-04 02:36:24,62.892,54.9635,23.99,96,100,4.16,overcast clouds
402,Matagami,CA,2021-04-04 02:36:24,49.7502,-77.6328,32.0,100,90,2.3,light snow
403,Bhimunipatnam,IN,2021-04-04 02:36:25,17.8833,83.4333,82.94,68,10,3.2,clear sky
404,Savelugu,GH,2021-04-04 02:36:25,9.6244,-0.8253,86.45,22,71,5.68,broken clouds
405,Bathsheba,BB,2021-04-04 02:36:26,13.2167,-59.5167,78.8,61,40,20.71,scattered clouds
406,Port Blair,IN,2021-04-04 02:32:37,11.6667,92.75,83.48,65,44,6.93,scattered clouds
407,Japura,ID,2021-04-04 02:36:26,-0.3167,102.35,80.42,87,100,4.63,overcast clouds
408,Konin,PL,2021-04-04 02:36:27,52.2234,18.2512,30.99,82,13,4.07,few clouds
409,Sun City West,US,2021-04-04 02:36:27,33.662,-112.3413,89.01,16,4,6.53,clear sky
410,Marystown,CA,2021-04-04 02:36:27,47.1666,-55.1483,38.37,95,47,14.65,scattered clouds
411,Nenjiang,CN,2021-04-04 02:36:28,49.1833,125.2167,47.35,30,100,12.86,overcast clouds
412,Makakilo City,US,2021-04-04 02:36:28,21.3469,-158.0858,80.6,50,20,10.36,light rain
413,Ola,RU,2021-04-04 02:36:28,59.5833,151.2833,22.15,60,100,28.32,overcast clouds
414,Srednekolymsk,RU,2021-04-04 02:36:28,67.45,153.6833,12.33,74,12,8.79,few clouds
415,Ponta Delgada,PT,2021-04-04 02:36:29,37.7333,-25.6667,60.8,88,75,19.57,broken clouds
416,Kapoeta,SS,2021-04-04 02:36:29,4.7717,33.5903,77.45,61,95,11.32,light rain
417,Kumi,KR,2021-04-04 02:36:30,36.1136,128.336,51.8,81,90,3.44,overcast clouds
418,Gigmoto,PH,2021-04-04 02:36:30,13.7796,124.39,85.24,60,18,11.48,few clouds
419,Limanowa,PL,2021-04-04 02:36:31,49.7059,20.422,34.0,81,94,3.36,overcast clouds
420,Morondava,MG,2021-04-04 02:36:31,-20.2833,44.2833,74.37,82,0,4.59,clear sky
421,Sola,VU,2021-04-04 02:36:31,-13.8833,167.55,82.96,76,98,15.35,overcast clouds
422,Owensboro,US,2021-04-04 02:36:32,37.7742,-87.1133,51.8,54,1,4.61,clear sky
423,Peniche,PT,2021-04-04 02:36:32,39.3558,-9.3811,57.0,88,1,5.46,clear sky
424,Ruwi,OM,2021-04-04 02:36:33,23.5996,58.5507,77.0,33,0,3.44,clear sky
425,Ranong,TH,2021-04-04 02:36:03,9.9658,98.6348,84.2,84,20,3.44,few clouds
426,Rundu,NA,2021-04-04 02:36:33,-17.9333,19.7667,62.74,64,6,4.59,clear sky
427,Kjustendil,BG,2021-04-04 02:33:14,42.2839,22.6911,37.0,91,100,3.0,overcast clouds
428,Warwick,US,2021-04-04 02:36:33,41.7001,-71.4162,41.0,33,1,5.75,clear sky
429,Lakes Entrance,AU,2021-04-04 02:36:34,-37.8811,147.981,84.0,41,0,7.0,clear sky
430,Kieta,PG,2021-04-04 02:36:34,-6.2167,155.6333,84.88,71,93,3.65,light rain
431,Miri,MY,2021-04-04 02:36:13,4.4148,114.0089,86.0,70,20,6.91,few clouds
432,Nisia Floresta,BR,2021-04-04 02:36:34,-6.0911,-35.2086,75.2,94,75,2.3,broken clouds
433,Melekhovo,RU,2021-04-04 02:36:35,56.2773,41.2935,24.24,97,27,3.94,light snow
434,Mandalgovi,MN,2021-04-04 02:36:35,45.7625,106.2708,41.36,18,0,9.17,clear sky
435,Areia Branca,BR,2021-04-04 02:36:36,-4.9561,-37.1369,78.6,82,61,12.95,broken clouds
436,Bria,CF,2021-04-04 02:36:36,6.5423,21.9863,71.29,74,86,2.93,overcast clouds
437,Richards Bay,ZA,2021-04-04 02:36:36,-28.783,32.0377,64.62,78,11,5.91,few clouds
438,Gatton,AU,2021-04-04 02:36:36,-27.55,152.2833,69.8,94,90,5.75,light rain
439,Grindavik,IS,2021-04-04 02:36:37,63.8424,-22.4338,30.2,80,75,23.02,broken clouds
440,Hasaki,JP,2021-04-04 02:36:37,35.7333,140.8333,75.0,56,75,13.8,broken clouds
441,Udachnyy,RU,2021-04-04 02:31:47,66.4167,112.4,-7.11,88,96,8.34,overcast clouds
442,Odweyne,SO,2021-04-04 02:36:38,9.4092,45.064,68.63,33,75,4.0,broken clouds
443,Kampong Chhnang,KH,2021-04-04 02:36:38,12.1667,104.55,90.84,47,74,12.95,broken clouds
444,San Vicente De Canete,PE,2021-04-04 02:36:38,-13.0751,-76.3835,70.16,85,97,2.06,overcast clouds
445,Naryan-Mar,RU,2021-04-04 02:33:07,67.6713,53.087,12.16,96,95,4.94,overcast clouds
446,Acapulco,MX,2021-04-04 02:32:07,16.8634,-99.8901,80.6,83,20,4.61,few clouds
447,Paracuru,BR,2021-04-04 02:36:39,-3.41,-39.0306,81.0,79,46,10.0,scattered clouds
448,Foam Lake,CA,2021-04-04 02:36:39,51.65,-103.5343,39.2,56,50,2.3,scattered clouds
449,Polewali,ID,2021-04-04 02:34:10,-3.4324,119.3435,88.52,58,15,5.41,few clouds
450,Juneau,US,2021-04-04 02:36:40,58.3019,-134.4197,39.2,65,90,3.44,light snow
451,Alamos,MX,2021-04-04 02:36:40,27.0167,-108.9333,66.0,63,4,1.01,clear sky
452,Zhuanghe,CN,2021-04-04 02:36:41,39.7008,122.9911,53.11,24,0,17.11,clear sky
453,Midland,US,2021-04-04 02:33:25,31.9974,-102.0779,59.0,77,40,17.27,scattered clouds
454,Les Cayes,HT,2021-04-04 02:36:41,18.2,-73.75,73.65,84,11,7.27,few clouds
455,Shimoda,JP,2021-04-04 02:36:41,34.6667,138.95,70.0,73,75,11.5,broken clouds
456,Matamoros,MX,2021-04-04 02:36:19,25.5333,-103.25,84.2,23,20,10.36,few clouds
457,Kabinda,CD,2021-04-04 02:36:42,-6.1333,24.4833,66.43,91,90,1.97,light rain
458,Noumea,NC,2021-04-04 02:36:42,-22.2763,166.4572,82.4,69,90,14.97,overcast clouds
459,Provideniya,RU,2021-04-04 02:36:42,64.3833,-173.3,9.86,80,100,6.73,overcast clouds
460,Leh,IN,2021-04-04 02:36:43,34.1667,77.5833,27.86,34,1,2.01,clear sky
461,Wuwei,CN,2021-04-04 02:36:43,37.9281,102.6414,47.32,43,86,4.54,light rain
462,Los Llanos De Aridane,ES,2021-04-04 02:36:43,28.6585,-17.9182,64.4,68,90,5.75,overcast clouds
463,Inta,RU,2021-04-04 02:36:44,66.0317,60.1659,16.77,94,84,5.73,broken clouds
464,Alappuzha,IN,2021-04-04 02:36:44,9.49,76.3264,82.04,71,32,8.77,scattered clouds
465,Baherden,TM,2021-04-04 02:36:45,38.4362,57.4316,54.73,56,70,12.21,broken clouds
466,Ngerengere,TZ,2021-04-04 02:36:45,-6.75,38.1167,73.4,94,75,3.06,broken clouds
467,Saint George,US,2021-04-04 02:36:45,37.1041,-113.5841,80.6,10,1,6.91,clear sky
468,Almeria,ES,2021-04-04 02:36:46,37.1667,-2.3333,61.0,72,0,4.61,clear sky
469,Clarence Town,AU,2021-04-04 02:35:22,-32.5833,151.7833,80.01,61,83,8.05,broken clouds
470,Ketchikan,US,2021-04-04 02:36:16,55.3422,-131.6461,39.2,70,40,14.97,scattered clouds
471,Porosozero,RU,2021-04-04 02:36:46,62.7191,32.727,26.78,93,65,6.62,broken clouds
472,Mayna,RU,2021-04-04 02:36:46,54.1135,47.6231,31.24,81,100,9.04,overcast clouds
473,Plettenberg Bay,ZA,2021-04-04 02:36:47,-34.0527,23.3716,63.36,58,0,5.59,clear sky
